Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Glengarriff Woods Nature Reserve,-9.5662178,51.7546958,Cork,Glengarriff,Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Natural Landscape,Public Park"
The Trinity Tree Dingle,-10.271003,52.141565,Kerry,Dingle,Republic of Ireland,Public Sculpture
The Wexford Slobs and Wildfowl Reserve,-6.4200302,52.3570279,Wexford,,Ireland,"Bird Watching,Nature and Wildlife,Learning,Photography,Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Natural Landscape"
Shelmalier Forth Mountain,-6.573049286,52.31663311,Wexford,Barntown,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Lár Na Páirce Museum - The Story of Gaelic Games,-7.8130745,52.6782242,Tipperary,Thurles,Ireland,"Gaa,Museums and Attraction,Venue,Sports Venues"
The Irish Pewtermill Centre,-6.809467632,52.98488874,Kildare,Moone,Republic of Ireland,Museums and Attraction
The Abbey Of Mount Saint Joseph,-7.855698,52.963705,Tipperary,Roscrea,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Angela Woulfe Gallery,-8.6288578,52.6591346,Limerick,,Ireland,"Craft,Shopping,Art Gallery"
Bridge Street Studios,-6.402879,54.0094618,Louth,Dundalk,Ireland,"Craft,Shopping,Art Gallery"
Greenlane Gallery,-10.270908,52.139579,Kerry,Dingle,Ireland,"Craft,Shopping,Learning,Art Gallery,Food Shops"
Pebbles,-9.545538,51.5267892,Cork,Schull,Ireland,"Craft,Shopping,Art Gallery"
Kilcock Art Gallery,-6.6682154,53.3998824,Kildare,Kilcock,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Activity Operator,Tour"
The Warren Gallery,-9.1748961,51.528295,Cork,,Ireland,"Craft,Shopping,Art Gallery"
Ballymore Historic Features,-6.374547,52.598346,Wexford,Ballymore,Republic of Ireland,"Museums and Attraction,Tour"
Father Murphy Centre,-6.4107808,52.5485902,Wexford,Boolavogue,Ireland,Museums and Attraction
Fethard Folk Farm and Transport Museum,-7.7041918,52.4686618,Tipperary,Fethard,Ireland,"Agriculture,Nature and Wildlife,Cycling,Museums and Attraction,Tour"
Rathbaun Farm,-8.770357,53.158844,Galway,Ardrahan,Republic of Ireland,"Agriculture,Nature and Wildlife,Food and Drink,Restaurant,Learning,Museums and Attraction,Visitor Farm,Activity Operator"
Baltinglass Abbey,-6.7102325,52.9439747,Wicklow,Baltinglass,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Christ Church Castlebar,-9.299977,53.854419,Mayo,Castlebar,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cape Clear Heritage Centre,-9.49512149,51.43300827,Cork,Cape Clear Island,Republic of Ireland,Museums and Attraction
Sligo County Library,-8.472651,54.2727356,Sligo,,Ireland,"Learning,Tracing Your Ancestors,Literary Ireland,Activity Operator"
South Tipperary Genealogy Centre,-7.8884088,52.5212005,Tipperary,Cashel,Ireland,"Tracing Your Ancestors,Museums and Attraction"
Díseart,-10.270519,52.1418479,Kerry,Dingle,Ireland,"Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden"
Ballymaloe Cookery School Garden,-8.0334108,51.8603916,Cork,Shanagarry,Ireland,"Gardening,Nature and Wildlife,Learning,Gardens,Garden,Cafe,Food and Drink,Activity Operator,Tour"
Ballyhugh Art and Culture Centre Painting,-7.583964736,54.11607379,Cavan,Ballyconnell,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
The Sensory Gardens,-7.346580271,52.91530961,Laois,Abbeyleix,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Derreen Gardens,-9.7770789,51.7662402,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Gardens,Garden,Cafe,Food and Drink"
Knockreer House And Gardens,-9.5242233,52.0592664,Kerry,Killarney,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Learning,Photography,Walking,Gardens,Garden,National Park,National and Forest Park,Natural Landscape,Public Park"
Spire of Lloyd and People's Park,-6.9054825,53.7329808,Meath,,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Natural Landscape,Public Park,Nature and Wildlife"
Lodge Park Walled Garden,-6.5991458,53.311618,Kildare,Straffan,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Millennium Garden of Time,-7.854440234,51.95124266,Cork,Youghal,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Bog of Allen Nature Centre,-6.942346,53.278587,Kildare,Rathangan,Ireland,"Walking,Museums and Attraction,Natural Landscape,Cafe,Food and Drink,Tour"
Shankill Castle and Gardens,-7.022838,52.685124,Kilkenny,Shankill,Ireland,"Walking,Gardens,Garden,Historic Houses and Castle,Cafe,Food and Drink"
Shekina Sculpture Garden,-6.3165037,52.9414076,Wicklow,,Ireland,"Gardens,Garden"
The Dower House Gardens,-6.0854301,53.0048178,Wicklow,,Ireland,"Gardens,Garden"
The Manor Gardens,-9.057847354,51.68778695,Cork,Dunmanway,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Tourin House & Gardens,-7.8641684,52.1202193,Waterford,Cappoquin,Ireland,"Historic Houses and Castle,Gardens,Garden"
Turlough Park,-9.2078346,53.8839175,Mayo,Castlebar,Ireland,"Learning,Walking,Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Activity Operator"
Kerry Library,-9.6980208,52.2669381,Kerry,Tralee,Ireland,"Craft,Shopping,Learning,Tracing Your Ancestors,Literary Ireland"
Limerick City Library,-8.6228013,52.6659332,Limerick,,Ireland,"Craft,Shopping,Learning,Tracing Your Ancestors,Museums and Attraction,Literary Ireland"
Borris House,-6.9289923,52.5988892,Carlow,Borris,Ireland,"Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
Clonmore Castle,-6.5751246,52.8282856,Carlow,Hacketstown,Ireland,"Castle,Historic Houses and Castle,Ruins"
Killeshin Romanesque Doorway,-6.997807671,52.84793949,Carlow,Killeshin,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballynacarriga Castle,-9.031648,51.705571,Cork,Bandon,Ireland,"Castle,Historic Houses and Castle"
Carrigaphooca Castle,-9.028399,51.908549,Cork,Macroom,Republic of Ireland,"Castle,Historic Houses and Castle"
City Hall Cork,-8.464807,51.8965976,Cork,Cork City,Ireland,"Historic Houses and Castle,Venue,Comedy,Music"
Conna Castle,-8.1016545,52.0945205,Cork,Conna,Ireland,"Castle,Historic Houses and Castle"
Coppinger's Court,-9.0668602,51.5716479,Cork,,Ireland,"Castle,Historic Houses and Castle"
Dún Na Séad Castle,-9.3731024,51.4835713,Cork,Baltimore,Ireland,"Historic Houses and Castle,Castle"
Kanturk Castle,-8.9027299,52.164382,Cork,Banteer,Ireland,"Castle,Historic Houses and Castle"
Kilbolane Castle,-8.8468668,52.3377252,Cork,,Ireland,"Historic Houses and Castle,Castle"
Macroom Castle,-8.961492,51.904995,Cork,Macroom,Republic of Ireland,"Castle,Historic Houses and Castle"
Mallow Castle,-8.6390052,52.1338549,Cork,Mallow,Ireland,"Castle,Historic Houses and Castle"
O'Donovan's Castle,-9.2827815,51.692145,Cork,,Ireland,"Castle,Historic Houses and Castle"
Carrickabraghey Castle,-7.3727509,55.3163658,Donegal,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Eighty Two Merrion Square,-6.251328,53.339313,Dublin,Dublin City Centre,Republic of Ireland,"Castle,Historic Houses and Castle"
Clifden Castle,-10.05673,53.49178,Galway,,Ireland,"Castle,Historic Houses and Castle"
Lynch's Castle,-9.0522862,53.2731658,Galway,,Ireland,"Castle,Historic Houses and Castle"
Ross Errilly Abbey,-9.1315965,53.4797405,Galway,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Teach Synge - John Millington Synge's Cottage &  Museum,-9.5923818,53.0844699,Galway,,Ireland,Museums and Attraction
Ballycarbery Castle,-10.2586267,51.9489036,Kerry,Cahersiveen,Ireland,"Castle,Historic Houses and Castle,Ruins"
Cablemaster's Residence,-10.289066,51.922393,Kerry,Knightstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Fahan Beehive Huts,-10.421536,52.1016785,Kerry,Fahan,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Minard Castle,-10.1104518,52.1260249,Kerry,Kilmurry,Ireland,"Castle,Historic Houses and Castle"
Muckross Friary,-9.504292,52.018083,Kerry,Killarney,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,National Park,National and Forest Park,Ruins"
Parkavonear Castle,-9.5550062,52.0759354,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Tarbert House,-9.3689933,52.5796639,Kerry,Tarbert,Ireland,Historic Houses and Castle
Harristown House,-6.6914209,53.1317192,Kildare,,Ireland,"Historic Houses and Castle,Tour"
Kilteel Castle,-6.5274876,53.2326787,Kildare,,Ireland,"Castle,Historic Houses and Castle,Ruins"
Maynooth Ecclesiastical Museum,-6.5981017,53.3786106,Kildare,Maynooth,Ireland,Museums and Attraction
Granagh Castle,-7.16274,52.28251,Kilkenny,,Ireland,"Castle,Historic Houses and Castle"
Edmund Rice Heritage Centre,-7.398617,52.5525656,Kilkenny,,Ireland,"Historic Houses and Castle,Museums and Attraction"
Stradbally Hall and Demesne,-7.155546,53.0106018,Laois,Stradbally,Ireland,"Fishing,Angling,Photography,Learning,Activity Operator,Historic Houses and Castle,Venue,Music,Tour"
Bishops' Palace Limerick Civic Trust,-8.625267,52.670433,Limerick,Limerick City,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction"
Treaty Stone,-8.628088,52.6696547,Limerick,,Ireland,"Photography,Learning,Public Sculpture"
Trinitarian Monastery,-8.7890832,52.564815,Limerick,Adare,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Magdalene Tower,-6.351512,53.718285,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Cong Abbey,-9.2868863,53.5403009,Mayo,Cong,Ireland,"Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Old Coastguard Station,-9.6208477,53.8213183,Mayo,,Ireland,Historic Houses and Castle
Partry House,-9.2625359,53.6685245,Mayo,Partry,Ireland,"Historic Houses and Castle,Tour"
Rockfleet Castle,-9.6270894,53.8960284,Mayo,,Ireland,"Castle,Historic Houses and Castle"
Athlumney Castle,-6.675048,53.650359,Meath,Navan,Republic of Ireland,"Castle,Historic Houses and Castle"
Dardistown Castle,-6.3136965,53.6645112,Meath,Julianstown,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
Dunmoe Castle,-6.6373308,53.6739901,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Leap Castle,-7.8084534,53.0279902,Offaly,Leap,Ireland,"Castle,Historic Houses and Castle"
Ballinafad Castle,-8.335818,54.0259909,Sligo,Ballinafad,Ireland,"Castle,Historic Houses and Castle"
Moygara Castle,-8.4751904,53.9718301,Sligo,,Ireland,"Castle,Historic Houses and Castle"
Augustinian Abbey Lorrha,-8.121999159,53.08941392,Tipperary,Lorrha,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballynahow Castle,-7.8785802,52.6930716,Tipperary,,Ireland,"Castle,Historic Houses and Castle"
Killaghy Castle,-7.5144163,52.5172294,Tipperary,Mullinahone,Ireland,"Castle,Historic Houses and Castle"
Redwood Castle,-8.10585,53.138996,Tipperary,Lorrha,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
Ballysaggartmore Towers,-7.9631741,52.1472156,Waterford,,Ireland,"Walking,Historic Houses and Castle,Castle,Ruins"
Cathedral of Christ the King,-7.3458111,53.5270509,Westmeath,Mullingar,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ferns Cathedral,-6.4926135,52.5899833,Wexford,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Browne Clayton Monument,-6.8049493,52.3599232,Wexford,,Ireland,Public Sculpture
Altidore Castle,-6.1381173,53.1106151,Wicklow,,Ireland,"Historic Houses and Castle,Castle,Museums and Attraction,Tour"
Black Castle Wicklow,-6.030845,52.9811225,Wicklow,,Ireland,"Castle,Historic Houses and Castle,Ruins"
The Barony Of Erris Birdwatching,-9.990733019,54.2237204,Mayo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Natural Landscape"
Millstreet Museum,-9.067209,52.059733,Cork,Millstreet,Republic of Ireland,"Learning,Museums and Attraction"
Cobh Museum,-8.2994359,51.8493205,Cork,Kilgarvan,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction"
James Mitchell Museum,-9.060126,53.278255,Galway,Galway City,Republic of Ireland,Museums and Attraction
Músaem Chorca Dhuibhne - Corca Dhuibhne Regional Museum,-10.406184,52.166482,Kerry,Tralee,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Kerry Bog Village Museum,-9.8819646,52.0739333,Kerry,,Ireland,"Restaurant,Museums and Attraction,Natural Landscape,Food and Drink,Pubs and Bar,Activity Operator,Food Shops,Shopping,Tour"
Tarbert Bridewell Courthouse & Jail Museum,-9.3764602,52.573661,Kerry,Tarbert,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Irish Palatine Heritage Museum,-8.9442707,52.525501,Limerick,Rathkeale,Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Limerick City Museum,-8.6287673,52.6639172,Limerick,,Ireland,"Learning,Museums and Attraction,Tour"
Waterloo Round Tower,-8.573712,51.954691,Cork,Blarney,Republic of Ireland,Historic Houses and Castle
West Cork Heritage Centre,-8.7366366,51.7467306,Cork,Bandon,Ireland,Museums and Attraction
The Water Wheels,-8.19993,54.508857,Donegal,Ballyshannon,Republic of Ireland,Museums and Attraction
Punchestown Standing Stone,-6.6289596,53.1911515,Kildare,,Ireland,"Photography,Learning,Public Sculpture"
Leac an Scail  - Kilmogue dolmen - Harristown Dolmen,-7.261723,52.402923,Kilkenny,Knocktopher,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Battle of Aughrim Visitor Centre,-8.318517,53.302695,Galway,Aughrim,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink"
Ballylarkin Abbey Freshford - Ballylarkin Church,-7.427511,52.722887,,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilfane Church,-7.118503,52.555069,Kilkenny,Thomastown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kells High Crosses,-6.879369,53.727585,Meath,Kells,Republic of Ireland,"Photography,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Carrowtemple,-8.517817239,53.98433101,Sligo,Gurteen,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Clogher Castle,-8.51182,53.9373,Sligo,Monasteraden,Republic of Ireland,"Castle,Historic Houses and Castle"
Culleenamore Middens,-8.6092376,54.260578,Sligo,Strandhill,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cashel Heritage Centre,-7.8876149,52.5169758,Tipperary,Cashel,Ireland,Museums and Attraction
Saint Marys Church Of Ireland,-6.9331429,52.8369397,Carlow,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Church of the Resurrection Blarney,-8.5685876,51.9336175,Cork,Blarney,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Saint Colman's Cathedral,-8.2936865,51.8514618,Cork,Kilgarvan,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Luke's Church,-8.457078,51.904255,Cork,Cork City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
St Multose Church,-8.525568,51.70585,Cork,Kinsale,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Tullylease Church And Cross Slabs,-8.9402469,52.316655,Cork,Tullylease,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Annagh Church,-9.742521,52.248165,Kerry,Blennerville,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dún An Óir,-10.4149455,52.1901965,Kerry,Smerwick,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilmalkedar Church,-10.338878,52.185292,Kerry,Ballydavid,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Mary's Church Leixlip,-6.490518,53.363249,Kildare,Leixlip,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Augustinian Abbey Adare,-8.784585,52.567928,Limerick,Adare,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Killary Monastic Site,-6.546373,53.707926,Meath,Slane,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Columba's Church,-6.879699,53.72754,Meath,Kells,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Josephs Church Carrickmacross,-6.715462,53.976936,Monaghan,Carrickmacross,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St John's Cathedral Sligo,-8.478143,54.270235,Sligo,Sligo Town,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Valentia Observatory,-10.2400125,51.9383772,Kerry,Cahersiveen,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction"
Isaac Butt,-6.253322,53.34998,Dublin,Dublin City,Republic of Ireland,Public Sculpture
West Gate Heritage Tower,-6.466286,52.341426,Wexford,,Republic of Ireland,Museums and Attraction
Holy Trinity Church,-7.6949615,52.4656284,Tipperary,Fethard,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilcooley Abbey,-7.5713094,52.6707686,Tipperary,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Slieveardagh Heritage Centre,-7.6701522,52.5685577,Tipperary,Killenaule,Ireland,"Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction"
Rattoo Round Tower,-9.650194,52.4426651,Kerry,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Russell Gallery,-9.08283,53.15452,Clare,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Cafe,Food and Drink,Food Shops"
Vincent Hyland Art Gallery,-10.106873,51.754406,Kerry,Caherdaniel,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery"
Ballynahinch Castle Hotel and Gardens,-9.862961,53.460188,Galway,Recess,Ireland,"Restaurant,Walking,Castle,Historic Houses and Castle,Gardens,Garden,Food and Drink,Tour"
Cashel House Hotel Gardens,-9.8079229,53.4196461,Galway,Cashel,Ireland,"Gardening,Nature and Wildlife,Photography,Learning,Walking,Gardens,Garden,Food and Drink,Restaurant"
Rosleague Manor and Gardens,-9.9844223,53.5504472,Galway,,Ireland,"Restaurant,Walking,Gardens,Garden,Food and Drink"
Riverbank Arts Centre,-6.7953081,53.1818472,Kildare,Newbridge,Ireland,"Learning,Art Gallery,Cinema,Venue,Comedy,Music,Cafe,Food and Drink"
Scattery Island,-9.5194555,52.6121983,Clare,Scattery Island,Ireland,"Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Island,Offshore Island,Museums and Attraction,Ruins,Historic Houses and Castle"
An Blascaod Mór - the Blasket Islands,-10.5410599,52.0908243,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Walking,Historic Houses and Castle,Island,Offshore Island"
Bere Island,-9.86344539,51.63047154,Cork,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape"
Cape Clear Island - Oileán Chléire,-9.493434858,51.43829493,Cork,Cape Clear Island,Republic of Ireland,"Restaurant,Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Kayaking,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape,Food and Drink,Pubs and Bar"
Sherkin Island,-9.416534651,51.46952336,Cork,Sherkin Island,Republic of Ireland,"Craft,Shopping,Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape,Food and Drink,Pubs and Bar"
Stronach Gallery,-9.823556,54.024536,Mayo,Ballycroy,Ireland,"Craft,Shopping,Art Gallery"
O'Driscoll Garden Centre,-7.7973804,52.6702947,Tipperary,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Limerick Printmakers,-8.6191795,52.6631362,Limerick,Limerick City,Ireland,"Craft,Shopping,Learning,Art Gallery"
Lahinch Art Gallery,-9.3457486,52.9317892,Clare,Lahinch,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
"Cathedral of the Most Holy Trinity, Waterford",-7.1111721,52.2615066,Waterford,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
Pebble Stone Studio,-7.8484041,53.3496391,Westmeath,,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Michael Cusack Centre,-9.0857179,53.0190537,Clare,,Ireland,"Gaa,Learning,Museums and Attraction,Cafe,Food and Drink,Tour"
Youghal Heritage Centre,-7.845717,51.953087,Cork,Youghal,Republic of Ireland,"Museums and Attraction,Food Shops,Shopping"
Tech Amergin,-10.172331,51.829585,Kerry,Waterville,Ireland,"Craft,Shopping,Learning,Movies,Cinema,Venue,Art Gallery"
St. Crónáns High Cross at Black Mills,-7.7957194,52.9554436,Tipperary,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Public Sculpture,Ruins"
Valentia Island Heritage Centre,-10.294597,51.925531,Kerry,,Ireland,"Tracing Your Ancestors,Museums and Attraction,Food Shops,Shopping"
Killoughternane,-6.824711153,52.66285596,Carlow,Bagenalstown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
St Johns Priory,-7.248489188,52.65368264,Kilkenny,Kilkenny City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Saint Marys Cathedral,-7.2570566,52.6523483,Kilkenny,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Food Shops,Shopping"
"Old St Mary's Church, Clonmel",-7.7053964,52.3543347,Tipperary,Oldbridge,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Stradbally Medieval Church,-7.460793487,52.13043387,Waterford,Stradbally,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilree High Cross,-7.269554,52.5181956,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilkieran High Cross,-7.3808278,52.39794,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Patrick's Well Cross,-7.393276564,52.41607104,Tipperary,Ahenny,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dunhill Castle,-7.2633,52.1573794,Waterford,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Ballymalis Castle,-9.6924377,52.0845424,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Dunloe Castle,-9.627419,52.059671,Kerry,Beaufort,Republic of Ireland,"Castle,Historic Houses and Castle"
Firkin Crane Dance Centre,-8.4763208,51.9026987,Cork,,Ireland,"Learning,Historic Houses and Castle"
County Carlow Military Museum,-6.928629,52.8433935,Carlow,,Ireland,"Learning,Museums and Attraction"
Cork City Library,-8.475332,51.896731,Cork,Cork City,Republic of Ireland,"Learning,Literary Ireland"
Killarney Art Gallery,-9.5091062,52.0588637,Kerry,Killarney,Ireland,"Craft,Shopping,Art Gallery"
Fitzmaurice Castle,-9.6774631,52.5120069,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Cork Courthouse,-8.4788107,51.89781,Cork,,Ireland,"Castle,Historic Houses and Castle"
St. Finbarr's South Church,-8.4714612,51.8942511,Cork,Cork City,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Red Abbey,-8.4723587,51.8940883,Cork,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Joseph's Redemptorist Church,-6.3895579,54.0042289,Louth,Dundalk,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Regional Cultural Centre,-7.7320196,54.9538874,Donegal,Letterkenny,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Music"
Clogher Heritage Complex,-9.2465285,53.7633927,Mayo,,Ireland,"Walking,Museums and Attraction,Activity Operator,Tour"
Working Artist Studios,-9.4614566,51.5627245,Cork,Ballydehob,Ireland,"Craft,Shopping,Learning,Art Gallery"
St Mary's Garden of Remembrance,-7.8046283,52.6807258,Tipperary,Thurles,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Public Park,Nature and Wildlife,Public Sculpture"
St. Laurence's Gate - Drogheda Walls,-6.347102,53.71591,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Historic Houses and Castle"
The National Design & Craft Gallery,-7.2500786,52.6493621,Kilkenny,,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink"
Jane Hilliard Gallery,-9.707763,52.2693541,Kerry,Tralee,Ireland,"Craft,Shopping,Art Gallery"
Mossfield Organic Farm,-7.8005629,53.060734,Offaly,,Ireland,Visitor Farm
Johnstown Garden Centre,-6.623039,53.238098,Kildare,Johnstown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Annemarie Bourke Studio Gallery,-8.6296155,52.6613859,Limerick,,Ireland,"Craft,Shopping,Learning,Art Gallery"
Herb Garden at Kilgraney House,-6.9582,52.6538339,Carlow,,Ireland,"Gardens,Garden,Food Shops,Shopping"
Garryhill House,-6.848067,52.678048,Carlow,Bagenalstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Pure Skill,-9.1005695,53.271107,Galway,,Ireland,"Gaa,Activity Operator"
The Arranmore Ferry,-8.4423411,54.983127,Donegal,Burtonport,Ireland,"Transport,Activity Operator,Embarkation Point,Island,Offshore Island,Boat,Tour,Coach,Road"
St Iberius Church,-6.4621424,52.3391991,Wexford,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Belcarra Eviction Cottage,-9.2190281,53.8129006,Mayo,Castlebar,Ireland,"Learning,Museums and Attraction,Tour"
Roney Point Beach,-6.211656302,52.59954632,Wexford,Courtown,Republic of Ireland,Beach
"St Peter's Roman Catholic Church, Drogheda",-6.3533726,53.7150105,Louth,Drogheda,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
